2026-05-11T00:20:26.825Z [[32minfo[39m] 🚀 Prova Monitor starting...
2026-05-11T00:20:26.827Z [[32minfo[39m] Config {"solanaRpc":"https://solana-devnet.g.alchemy.com/v2/pkf1MmFFP3jrtqw0BR7vCInGmCeUFwO7","proverMode":"local","cluster":"devnet"}
2026-05-11T00:23:03.698Z [[33mwarn[39m] Rule check failed {"ruleId":"0x004cb799e91505e9626835d13f3576eb71a9f93c49331b4be861ed47f307f32b","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1125, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:03.698Z [[33mwarn[39m] Rule check failed {"ruleId":"0xdcff3075206e82a54742913964350281f817311fa8a6472496c8ede198af189b","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1126, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:03.698Z [[33mwarn[39m] Rule check failed {"ruleId":"0x98285c2246570b237cf340c0fa09ddbc56f2ea83c45731e2ac7be4597fd1b5c5","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1133, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:03.714Z [[33mwarn[39m] Rule check failed {"ruleId":"0x9af4431a997924cc48998cdd4418a0388417e08994c3a2a9b7191d5d22f067ea","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1257, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:03.714Z [[33mwarn[39m] Rule check failed {"ruleId":"0x9c4087c0fdded6b8bc23a1b6c5c36e03468f47264b450ea1a8f547f3e9ab7fee","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1262, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:03.714Z [[33mwarn[39m] Rule check failed {"ruleId":"0x0be1c51953597f63049504d8a9c813f6a5d716a25a70910840cc4c7825e2472c","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1268, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.015Z [[33mwarn[39m] Rule check failed {"ruleId":"0xfbf0ee5483ce8d9b84b98b4e6ef6e19adc66d80543f7637f3c7210a86dec1163","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1157, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.016Z [[33mwarn[39m] Rule check failed {"ruleId":"0x32f63cff8cee115a3a56b380955a6266cf529f442d961799b5609c53346269a8","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1158, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.016Z [[33mwarn[39m] Rule check failed {"ruleId":"0x3444dc73aea6217ecfa00aebaaf39753c0d1e036638ba274091479e497164caa","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1159, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.016Z [[33mwarn[39m] Rule check failed {"ruleId":"0xcd3481edf02544b0f66f6606333df0881aee3c2d86b06380a2c085ded44eff9c","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1160, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.016Z [[33mwarn[39m] Rule check failed {"ruleId":"0x1d72aba142b740db1fb0622d7696ef56c9f7c9bb5351e4fca8b44be601488451","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1161, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.017Z [[33mwarn[39m] Rule check failed {"ruleId":"0x53df409fe177dd9b04e2e645cd96400341e64f78e3ae87b3b7635de8a1fa3387","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1162, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.017Z [[33mwarn[39m] Rule check failed {"ruleId":"0x68d701c2aed9cb3c26e9ad0e7c7d0cd19339e76c81b7e2f952ca03708403a3e6","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1163, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.017Z [[33mwarn[39m] Rule check failed {"ruleId":"0xba0c7dd1a667abd96c511b9e816f7c188df982041268d75c29c3062082c2b12f","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1164, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.017Z [[33mwarn[39m] Rule check failed {"ruleId":"0x777d57cff4569b8a3a0a6e574b42365db8ebcc4237be45560eaaec5419dc2e29","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1165, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.017Z [[33mwarn[39m] Rule check failed {"ruleId":"0xa294fe4cbad5bd3846be74b7f16a6156ebef2f808960d5d4e182dc5c05c405ba","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1166, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.017Z [[33mwarn[39m] Rule check failed {"ruleId":"0x2a38be99c316cce667c9c8ebeeabee326e809e0bc9d05524487d5a12a617c1c4","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1167, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.017Z [[33mwarn[39m] Rule check failed {"ruleId":"0x04dc5c2cfd1c3fbb05d8831f7e349c9f1ba91899ced82f9f3d46b93feafd4aef","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1168, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.017Z [[33mwarn[39m] Rule check failed {"ruleId":"0x0ad3426431aeefdf1d0dd65d962945366ecacae5453f9fe63bf69d9c15492f33","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1169, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.017Z [[33mwarn[39m] Rule check failed {"ruleId":"0x82f6a37ab00a70d786ecebda9c5ddf50fa22267bd9278450be0c5be9885b1a88","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1170, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.017Z [[33mwarn[39m] Rule check failed {"ruleId":"0xf846ee9427f49b04b1a383b7933d683dd2d62a3f31e39971dd34b94f5f54b20d","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1171, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.017Z [[33mwarn[39m] Rule check failed {"ruleId":"0x20ba714faa7c2e25e73cbcc28ea2503561435478b34a32f77434763974b4ff43","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1172, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0x68d113fad091d290e3c568a3afd3cb3fd70dc72d66f54ff4b201cf747774ac5b","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1173, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0xf4cfd15563c6ee3eb3e398009e1abd98e1f32aad7492353143e4e65f95b0f8de","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1174, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0xca8ca39495175579c0774d04ca66bb1e77806659830add67daf3ea16e428cc0d","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1175, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0x0b4ba4cd20e03bd22334652517c47014c3eeb5f9107a07035fdf72714452c926","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1176, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0xeb7eacff5cbea4e185d1fb35976647c71e8f4c2c4029896dedc96a9982b902e7","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1177, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0x4a5ff70568926dab848dbda74617b28b3ba195e406ab6f05a73b244d6739f012","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1178, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0xe86cf50620ceec483c792594994d6dd45d06f3e034eed7614987bb8cbc102ff4","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1179, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0xfec9f0b3113a682264108da08f907e421ac7f10da91155ce4654dbc558f0b23b","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1180, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0x0378cd6af6ef17b665f1c44b8fdbe4ee15698715092dc834e48b0b900750c966","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1181, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0x96cc1547c86ed20ab66f04004dff911e400940fa961c9213ae068ca6538a80ae","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1182, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0x845ce9a4f7708eda563ae6014d3a1407c620a69e470c98bd5f0f5f5729893a83","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1183, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0x69d28bfd20edbf994279b2a351a5025bd50ac7972f4ef3fcad3a12cd65c04c6d","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1184, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0xb9307d9f44ffde59acb72d43a4c53fd25fc89712dc4e882dd91f3fc9c6f39dcd","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1185, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0x659c7be08a5457b6ee5dbd3a87d6ae68c499742697f1c1909fae77d2f39617e0","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1186, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0xd019bceabd484218634d0b250bcb9285a3b64823980a0362aec6d83838901e08","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1187, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0xeab84b226da198bc5321b6fbac72bd71d4c043aba9de9c8a5ed65612ebef0b98","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1188, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0xfb50a1192f598db2ade8db53c83a84fb7a289d5df436bacf8ce0da5611a0b570","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1189, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.018Z [[33mwarn[39m] Rule check failed {"ruleId":"0xa1eccf43bbf220c3c2e170f4c6288caf619fa972504a128cbed28c05c77a0656","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1190, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.019Z [[33mwarn[39m] Rule check failed {"ruleId":"0xc5155a3a01618a92275e8e135635f002951d33834b3340a4455087c8deb31d88","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1191, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.019Z [[33mwarn[39m] Rule check failed {"ruleId":"0xccd89cf3491dd656f34d5dfbb8f2199491f468b53c3b4afc2c9e963882f6ae19","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1192, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.019Z [[33mwarn[39m] Rule check failed {"ruleId":"0xf757c09884ed3b313938459ccedead616133febb741c7ac50ee46ac2ce5656e8","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1193, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.019Z [[33mwarn[39m] Rule check failed {"ruleId":"0xf41caeb164b0cabdc221fa4f454fc839cbff69d39b5d9be7a7494957a61b4d54","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1194, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.019Z [[33mwarn[39m] Rule check failed {"ruleId":"0xde115eab82211c1b754f0dec9307bbdd094d037a64fd113c13302c174045d790","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1195, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.019Z [[33mwarn[39m] Rule check failed {"ruleId":"0xda9989838bfecf5eebaec47c082a29fca6097a40f27830e369a17dacf3c3e3e3","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1196, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
2026-05-11T00:23:04.019Z [[33mwarn[39m] Rule check failed {"ruleId":"0x645c1673fea519ecee865997e6529606a184594af27c065d873340d7b0790f0b","error":"Error: could not coalesce error (error={ \"code\": 429, \"message\": \"Your app has exceeded its compute units per second capacity. If you have retries enabled, you can safely ignore this message. If not, check out https://docs.alchemy.com/reference/throughput\" }, payload={ \"id\": 1197, \"jsonrpc\": \"2.0\", \"method\": \"eth_getBalance\", \"params\": [ \"0x0101010101010101010101010101010101010101\", \"0xa53fed\" ] }, code=UNKNOWN_ERROR, version=6.16.0)"}
